 -7.26,-1.18,6.42,-0.01,-0.03,-0.11,357,372,368,379,373|0,0,0,0,0,0,0,0,0,0,0
 -7.15,-1.22,6.67,-0.04,0.00,-0.06,357,371,369,379,374|0,0,0,0,0,0,0,0,0,0,0
 -7.19,-0.93,6.13,0.01,0.11,-0.05,354,373,360,368,359|0,0,0,0,0,0,0,0,0,0,0
 -7.62,-0.76,6.70,0.01,0.10,-0.02,436,379,402,437,424|0,0,0,0,0,0,0,0,0,0,0
 -8.10,-1.37,5.35,-0.23,0.58,-0.07,525,419,519,505,521|0,0,0,0,0,0,0,0,0,0,0
 -8.56,-0.91,5.18,0.03,0.09,-0.03,523,423,524,501,521|0,0,0,0,0,0,0,0,0,0,0
 -8.31,-1.31,5.55,-0.03,-0.03,-0.04,520,421,522,498,519|0,0,0,0,0,0,0,0,0,0,0
 -8.40,-1.41,5.36,-0.09,-0.00,-0.05,517,416,519,496,516|0,0,0,0,0,0,0,0,0,0,0
 -8.20,-1.41,5.50,-0.04,-0.00,-0.05,516,413,517,494,515|0,0,0,0,0,0,0,0,0,0,0
 -8.15,-1.54,5.57,-0.07,-0.00,-0.05,515,411,516,494,514|0,0,0,0,0,0,0,0,0,0,0
 -8.18,-1.31,5.36,-0.06,-0.00,-0.03,514,410,514,493,512|0,0,0,0,0,0,0,0,0,0,0
 END
 -8.26,-1.37,5.35,-0.06,0.02,-0.05,330,376,338,328,330|0,0,0,0,0,0,0,0,0,0,0
 -8.33,-0.11,4.97,-0.11,-0.06,-0.08,338,376,342,368,347|0,0,0,0,0,0,0,0,0,0,0
 -8.44,-0.60,5.36,-0.20,-0.06,-0.08,477,394,464,491,488|0,0,0,0,0,0,0,0,0,0,0
 -8.82,-0.99,4.91,-0.17,0.04,-0.09,520,416,519,506,522|0,0,0,0,0,0,0,0,0,0,0
 -8.51,-1.54,4.89,-0.08,-0.04,-0.05,515,418,525,499,519|0,0,0,0,0,0,0,0,0,0,0
 -8.61,-1.28,4.95,-0.05,-0.03,-0.05,513,416,522,497,516|0,0,0,0,0,0,0,0,0,0,0
 -8.61,-1.39,4.92,-0.04,-0.00,-0.05,510,413,519,496,515|0,0,0,0,0,0,0,0,0,0,0
 -8.53,-1.36,5.33,-0.05,-0.01,-0.04,509,409,517,494,513|0,0,0,0,0,0,0,0,0,0,0
 -8.46,-1.25,5.15,-0.05,-0.01,-0.05,507,408,515,493,512|0,0,0,0,0,0,0,0,0,0,0
 -8.38,-1.26,5.02,-0.04,0.02,-0.04,507,406,514,493,511|0,0,0,0,0,0,0,0,0,0,0
 -8.47,-1.34,5.13,-0.05,0.01,-0.05,506,405,512,491,510|0,0,0,0,0,0,0,0,0,0,0
 END
 -8.18,-1.52,5.51,0.03,-0.00,-0.02,323,350,334,324,328|0,0,0,0,0,0,0,0,0,0,0
 -8.39,-1.54,6.45,-0.04,0.06,-0.05,352,350,364,377,367|0,0,0,0,0,0,0,0,0,0,0
 -7.66,-1.47,5.05,-0.10,0.01,-0.06,498,361,485,482,505|0,0,0,0,0,0,0,0,0,0,0
 -8.13,-1.26,5.43,-0.10,-0.01,-0.06,518,377,520,495,522|0,0,0,0,0,0,0,0,0,0,0
 -8.10,-1.06,5.61,-0.06,0.03,-0.05,511,382,521,491,517|0,0,0,0,0,0,0,0,0,0,0
 -8.06,-1.26,5.56,0.01,-0.01,-0.05,501,384,517,488,514|0,0,0,0,0,0,0,0,0,0,0
 -8.18,-1.38,5.56,-0.05,0.02,-0.04,499,384,514,487,514|0,0,0,0,0,0,0,0,0,0,0
 -7.98,-1.25,5.64,-0.04,0.01,-0.03,497,382,513,485,513|0,0,0,0,0,0,0,0,0,0,0
 -7.95,-1.21,5.68,-0.07,0.02,-0.07,496,381,512,484,511|0,0,0,0,0,0,0,0,0,0,0
 -8.16,-1.43,5.67,-0.07,0.02,-0.05,495,381,510,483,511|0,0,0,0,0,0,0,0,0,0,0
 -8.06,-1.17,5.54,-0.04,-0.00,-0.03,494,379,509,483,510|0,0,0,0,0,0,0,0,0,0,0
 END
 -7.94,-1.17,5.67,-0.06,0.00,-0.05,324,354,341,329,333|0,0,0,0,0,0,0,0,0,0,0
 -7.50,-1.11,5.76,-0.09,-0.01,-0.06,336,355,356,364,351|0,0,0,0,0,0,0,0,0,0,0
 -8.18,-1.56,6.15,-0.16,-0.11,-0.06,476,364,475,479,484|0,0,0,0,0,0,0,0,0,0,0
 -7.87,-1.28,5.58,-0.08,-0.03,-0.07,505,376,517,495,515|0,0,0,0,0,0,0,0,0,0,0
 -7.70,-1.47,5.74,-0.04,0.06,-0.03,499,384,521,489,515|0,0,0,0,0,0,0,0,0,0,0
 -8.04,-1.32,5.95,-0.02,-0.01,-0.04,497,382,517,487,511|0,0,0,0,0,0,0,0,0,0,0
 -7.85,-1.38,5.78,-0.05,0.02,-0.05,495,380,514,486,509|0,0,0,0,0,0,0,0,0,0,0
 -7.90,-1.55,5.81,-0.01,0.03,-0.04,494,379,512,487,509|0,0,0,0,0,0,0,0,0,0,0
 -7.91,-1.55,5.61,-0.06,0.01,-0.04,494,378,513,486,508|0,0,0,0,0,0,0,0,0,0,0
 -7.82,-1.44,5.89,-0.11,0.01,-0.02,493,378,511,485,507|0,0,0,0,0,0,0,0,0,0,0
 -7.92,-1.69,5.79,-0.04,0.03,-0.06,492,377,510,485,507|0,0,0,0,0,0,0,0,0,0,0
 END
 -7.83,-1.41,5.94,-0.02,0.01,-0.05,336,357,347,347,342|0,0,0,0,0,0,0,0,0,0,0
 -8.33,-0.97,4.95,-0.16,-0.15,-0.03,448,361,431,452,447|0,0,0,0,0,0,0,0,0,0,0
 -7.95,-1.24,5.92,-0.12,0.03,-0.05,479,366,469,476,487|0,0,0,0,0,0,0,0,0,0,0
 -8.17,-1.42,5.36,-0.12,0.05,-0.07,497,376,508,491,511|0,0,0,0,0,0,0,0,0,0,0
 -8.16,-1.51,5.44,-0.06,0.01,-0.04,495,388,517,486,509|0,0,0,0,0,0,0,0,0,0,0
 -7.91,-1.86,5.58,-0.09,-0.01,-0.05,493,388,515,485,506|0,0,0,0,0,0,0,0,0,0,0
 -7.97,-1.96,5.74,-0.08,-0.01,-0.07,492,386,513,484,505|0,0,0,0,0,0,0,0,0,0,0
 -7.87,-2.12,5.67,-0.04,0.01,-0.06,491,386,511,483,504|0,0,0,0,0,0,0,0,0,0,0
 -7.83,-1.95,5.60,-0.08,0.01,-0.06,490,384,509,482,503|0,0,0,0,0,0,0,0,0,0,0
 -7.75,-2.01,5.84,-0.04,0.01,-0.05,489,384,509,481,503|0,0,0,0,0,0,0,0,0,0,0
 -7.70,-2.05,5.64,-0.14,0.02,-0.06,489,383,507,481,501|0,0,0,0,0,0,0,0,0,0,0
 END
 -7.72,-2.04,5.66,-0.05,0.02,-0.05,322,351,342,329,335|0,0,0,0,0,0,0,0,0,0,0
 -7.75,-1.49,5.64,-0.02,0.01,-0.03,327,351,350,346,343|0,0,0,0,0,0,0,0,0,0,0
 -7.70,-1.82,5.98,-0.09,-0.01,-0.03,446,356,457,465,473|0,0,0,0,0,0,0,0,0,0,0
 -7.93,-1.91,5.41,-0.21,0.04,-0.05,489,370,509,493,517|0,0,0,0,0,0,0,0,0,0,0
 -7.47,-2.81,5.60,-0.13,-0.00,-0.05,491,379,518,489,513|0,0,0,0,0,0,0,0,0,0,0
 -7.98,-1.87,5.48,-0.02,0.06,-0.04,488,383,516,486,510|0,0,0,0,0,0,0,0,0,0,0
 -7.98,-2.35,5.74,-0.08,0.01,-0.05,486,381,513,484,508|0,0,0,0,0,0,0,0,0,0,0
 -7.88,-2.10,5.69,-0.05,0.01,-0.05,485,377,511,484,506|0,0,0,0,0,0,0,0,0,0,0
 -7.93,-2.29,5.62,-0.06,0.00,-0.05,484,375,509,482,506|0,0,0,0,0,0,0,0,0,0,0
 -7.92,-2.15,5.60,-0.03,0.01,-0.04,482,374,508,482,505|0,0,0,0,0,0,0,0,0,0,0
 -8.00,-2.13,5.64,-0.05,0.01,-0.05,482,375,507,481,504|0,0,0,0,0,0,0,0,0,0,0
 END
